,Year,State,County,Office,Democratic,Republican
0,2018,AZ,apache,US Senator,16298.0,7810.0
1,2018,AZ,cochise,US Senator,17383.0,26929.0
2,2018,AZ,coconino,US Senator,34240.0,19249.0
3,2018,AZ,gila,US Senator,7643.0,12180.0
4,2018,AZ,graham,US Senator,3368.0,6870.0
5,2018,AZ,la paz,US Senator,1609.0,3265.0
6,2018,AZ,maricopa,US Senator,732671.0,672505.0
7,2018,AZ,mohave,US Senator,19214.0,50209.0
8,2018,AZ,navajo,US Senator,16624.0,18767.0
9,2018,AZ,pima,US Senator,221242.0,160550.0
10,2018,AZ,santa cruz,US Senator,9241.0,3828.0
11,2018,AZ,yavapai,US Senator,40160.0,65308.0
12,2018,CT,fairfield,US Senator,210899.0,131321.0
13,2018,CT,hartford,US Senator,203591.0,123864.0
14,2018,CT,middlesex,US Senator,42383.0,32836.0
15,2018,CT,new haven,US Senator,179714.0,126004.0
16,2018,CT,tolland,US Senator,34732.0,28046.0
17,2018,CT,windham,US Senator,20490.0,19032.0
18,2018,DE,sussex,US Senator,40675.0,50391.0
19,2018,FL,alachua,US Senator,74493.0,40599.0
20,2018,FL,baker,US Senator,1945.0,8579.0
21,2018,FL,bay,US Senator,16723.0,46681.0
22,2018,FL,bradford,US Senator,2879.0,7576.0
23,2018,FL,brevard,US Senator,121112.0,160305.0
24,2018,FL,broward,US Senator,472239.0,211397.0
25,2018,FL,charlotte,US Senator,33525.0,52916.0
26,2018,FL,citrus,US Senator,22660.0,48008.0
27,2018,FL,collier,US Senator,54390.0,101266.0
28,2018,FL,desoto,US Senator,3328.0,5503.0
29,2018,FL,dixie,US Senator,1322.0,4442.0
30,2018,FL,duval,US Senator,192381.0,185904.0
31,2018,FL,escambia,US Senator,52891.0,75947.0
32,2018,FL,flagler,US Senator,21419.0,31467.0
33,2018,FL,franklin,US Senator,2011.0,3404.0
34,2018,FL,gadsden,US Senator,13945.0,6051.0
35,2018,FL,gilchrist,US Senator,1633.0,5703.0
36,2018,FL,glades,US Senator,1156.0,2666.0
37,2018,FL,gulf,US Senator,1580.0,4321.0
38,2018,FL,hamilton,US Senator,1671.0,2856.0
39,2018,FL,hendry,US Senator,3542.0,5304.0
40,2018,FL,hillsborough,US Senator,281661.0,239641.0
41,2018,FL,holmes,US Senator,856.0,5919.0
42,2018,FL,indian river,US Senator,29195.0,44798.0
43,2018,FL,jackson,US Senator,5182.0,10791.0
44,2018,FL,lafayette,US Senator,623.0,2195.0
45,2018,FL,lake,US Senator,61402.0,93537.0
46,2018,FL,leon,US Senator,91097.0,48767.0
47,2018,FL,madison,US Senator,3425.0,4184.0
48,2018,FL,manatee,US Senator,68877.0,94390.0
49,2018,FL,marion,US Senator,59025.0,95592.0
50,2018,FL,martin,US Senator,30691.0,46733.0
51,2018,FL,miami-dade,US Senator,485496.0,316020.0
52,2018,FL,monroe,US Senator,18051.0,18035.0
53,2018,FL,nassau,US Senator,11703.0,31795.0
54,2018,FL,okeechobee,US Senator,3496.0,7727.0
55,2018,FL,orange,US Senator,294308.0,180763.0
56,2018,FL,osceola,US Senator,67123.0,47898.0
57,2018,FL,pinellas,US Senator,228712.0,205935.0
58,2018,FL,polk,US Senator,105748.0,138751.0
59,2018,FL,putnam,US Senator,9344.0,18689.0
60,2018,FL,santa rosa,US Senator,19047.0,56374.0
61,2018,FL,sarasota,US Senator,96973.0,113585.0
62,2018,FL,seminole,US Senator,101504.0,97457.0
63,2018,FL,st. johns,US Senator,45638.0,85031.0
64,2018,FL,st. lucie,US Senator,63978.0,59612.0
65,2018,FL,suwannee,US Senator,4044.0,11842.0
66,2018,FL,taylor,US Senator,2263.0,5638.0
67,2018,FL,union,US Senator,1197.0,3650.0
68,2018,FL,wakulla,US Senator,4868.0,9322.0
69,2018,FL,walton,US Senator,7485.0,22776.0
70,2018,FL,washington,US Senator,1959.0,7101.0
71,2018,HI,hawaii,US Senator,43348.0,15031.0
72,2018,HI,honolulu,US Senator,176705.0,79503.0
73,2018,HI,kauai,US Senator,18510.0,6120.0
74,2018,HI,maui,US Senator,37753.0,11381.0
75,2018,IN,adams,US Senator,3146.0,7511.0
76,2018,IN,allen,US Senator,55903.0,65927.0
77,2018,IN,blackford,US Senator,1275.0,2303.0
78,2018,IN,boone,US Senator,10981.0,15540.0
79,2018,IN,carroll,US Senator,2071.0,4518.0
80,2018,IN,cass,US Senator,4061.0,6617.0
81,2018,IN,clark,US Senator,18551.0,22766.0
82,2018,IN,clay,US Senator,2601.0,6207.0
83,2018,IN,crawford,US Senator,1504.0,2252.0
84,2018,IN,dearborn,US Senator,4481.0,13287.0
85,2018,IN,decatur,US Senator,2287.0,6246.0
86,2018,IN,dekalb,US Senator,4204.0,9167.0
87,2018,IN,delaware,US Senator,18159.0,17447.0
88,2018,IN,dubois,US Senator,5264.0,11204.0
89,2018,IN,fayette,US Senator,2295.0,4704.0
90,2018,IN,floyd,US Senator,14070.0,16588.0
91,2018,IN,fountain,US Senator,1496.0,4060.0
92,2018,IN,franklin,US Senator,1619.0,5614.0
93,2018,IN,fulton,US Senator,2539.0,4154.0
94,2018,IN,grant,US Senator,6745.0,12393.0
95,2018,IN,greene,US Senator,3313.0,6949.0
96,2018,IN,hamilton,US Senator,61337.0,72325.0
97,2018,IN,hancock,US Senator,9770.0,19097.0
98,2018,IN,harrison,US Senator,5131.0,9847.0
99,2018,IN,hendricks,US Senator,23599.0,36966.0
100,2018,IN,howard,US Senator,11159.0,16736.0
101,2018,IN,huntington,US Senator,3699.0,8879.0
102,2018,IN,jackson,US Senator,4198.0,9431.0
103,2018,IN,jasper,US Senator,3278.0,6987.0
104,2018,IN,jay,US Senator,1933.0,3990.0
105,2018,IN,jefferson,US Senator,4313.0,6345.0
106,2018,IN,johnson,US Senator,17479.0,32540.0
107,2018,IN,lagrange,US Senator,2217.0,5183.0
108,2018,IN,lake,US Senator,104390.0,54564.0
109,2018,IN,laporte,US Senator,20014.0,16008.0
110,2018,IN,lawrence,US Senator,4434.0,10274.0
111,2018,IN,madison,US Senator,18701.0,22841.0
112,2018,IN,marion,US Senator,197880.0,98385.0
113,2018,IN,marshall,US Senator,5619.0,8747.0
114,2018,IN,martin,US Senator,1127.0,2997.0
115,2018,IN,monroe,US Senator,34193.0,15540.0
116,2018,IN,montgomery,US Senator,3518.0,8362.0
117,2018,IN,morgan,US Senator,6471.0,17539.0
118,2018,IN,ohio,US Senator,747.0,1586.0
119,2018,IN,owen,US Senator,2210.0,4601.0
120,2018,IN,parke,US Senator,1499.0,3532.0
121,2018,IN,perry,US Senator,3364.0,3450.0
122,2018,IN,pike,US Senator,1679.0,3235.0
123,2018,IN,porter,US Senator,33390.0,29368.0
124,2018,IN,posey,US Senator,3881.0,6324.0
125,2018,IN,pulaski,US Senator,1617.0,2583.0
126,2018,IN,randolph,US Senator,2467.0,5138.0
127,2018,IN,ripley,US Senator,2350.0,6880.0
128,2018,IN,rush,US Senator,1690.0,3991.0
129,2018,IN,scott,US Senator,3113.0,4241.0
130,2018,IN,shelby,US Senator,4333.0,9340.0
131,2018,IN,st. joseph,US Senator,53758.0,36456.0
132,2018,IN,starke,US Senator,3119.0,4149.0
133,2018,IN,steuben,US Senator,3864.0,7839.0
134,2018,IN,sullivan,US Senator,2663.0,4340.0
135,2018,IN,tippecanoe,US Senator,26376.0,22649.0
136,2018,IN,tipton,US Senator,1734.0,4062.0
137,2018,IN,union,US Senator,682.0,1749.0
138,2018,IN,vanderburgh,US Senator,27183.0,29375.0
139,2018,IN,vigo,US Senator,15171.0,14813.0
140,2018,IN,warren,US Senator,914.0,2208.0
141,2018,IN,warrick,US Senator,9594.0,14010.0
142,2018,IN,washington,US Senator,2806.0,6127.0
143,2018,IN,wayne,US Senator,7482.0,11241.0
144,2018,IN,wells,US Senator,2694.0,7819.0
145,2018,IN,white,US Senator,2736.0,5100.0
146,2018,IN,whitley,US Senator,3818.0,9019.0
147,2018,MA,barnstable,US Senator,125340.0,103620.0
148,2018,MA,essex,US Senator,356686.0,242134.0
149,2018,MA,franklin,US Senator,45824.0,17580.0
150,2018,MA,hampshire,US Senator,99886.0,36434.0
151,2018,MA,middlesex,US Senator,881802.0,405742.0
152,2018,MA,nantucket,US Senator,5324.0,2702.0
153,2018,MA,norfolk,US Senator,359706.0,234404.0
154,2018,MA,plymouth,US Senator,215190.0,219990.0
155,2018,MA,suffolk,US Senator,393246.0,93004.0
156,2018,MD,anne arundel,US Senator,122910.0,92401.0
157,2018,MD,baltimore city,US Senator,160370.0,16184.0
158,2018,MD,baltimore,US Senator,197530.0,106275.0
159,2018,MD,calvert,US Senator,17372.0,19901.0
160,2018,MD,caroline,US Senator,4265.0,6474.0
161,2018,MD,charles,US Senator,44874.0,17872.0
162,2018,MD,dorchester,US Senator,5928.0,5864.0
163,2018,MD,frederick,US Senator,55256.0,47038.0
164,2018,MD,garrett,US Senator,2817.0,7801.0
165,2018,MD,kent,US Senator,4588.0,3490.0
166,2018,MD,prince george's,US Senator,286975.0,24140.0
167,2018,MD,somerset,US Senator,3652.0,3882.0
168,2018,MD,st. mary's,US Senator,16849.0,21393.0
169,2018,MD,washington,US Senator,19956.0,28319.0
170,2018,MD,wicomico,US Senator,16539.0,15644.0
171,2018,MD,worcester,US Senator,9840.0,12886.0
172,2018,ME,androscoggin,US Senator,22150.0,18931.0
173,2018,ME,cumberland,US Senator,93860.0,40053.0
174,2018,ME,hancock,US Senator,15463.0,9837.0
175,2018,ME,knox,US Senator,12009.0,6270.0
176,2018,ME,lincoln,US Senator,10763.0,6814.0
177,2018,ME,oxford,US Senator,12954.0,10510.0
178,2018,ME,penobscot,US Senator,31290.0,27692.0
179,2018,ME,somerset,US Senator,9631.0,9831.0
180,2018,ME,washington,US Senator,6310.0,5770.0
181,2018,ME,york,US Senator,51387.0,32849.0
182,2018,MI,alcona,US Senator,1915.0,3541.0
183,2018,MI,alger,US Senator,1911.0,2162.0
184,2018,MI,alpena,US Senator,5412.0,7380.0
185,2018,MI,antrim,US Senator,4953.0,7629.0
186,2018,MI,baraga,US Senator,1344.0,1825.0
187,2018,MI,bay,US Senator,22502.0,22752.0
188,2018,MI,branch,US Senator,5144.0,9666.0
189,2018,MI,calhoun,US Senator,22739.0,25950.0
190,2018,MI,cass,US Senator,7079.0,11811.0
191,2018,MI,cheboygan,US Senator,4825.0,7384.0
192,2018,MI,chippewa,US Senator,5901.0,7767.0
193,2018,MI,clinton,US Senator,17564.0,18946.0
194,2018,MI,crawford,US Senator,2306.0,3751.0
195,2018,MI,delta,US Senator,6932.0,9197.0
196,2018,MI,eaton,US Senator,26147.0,23771.0
197,2018,MI,emmet,US Senator,7620.0,9875.0
198,2018,MI,genesee,US Senator,95903.0,68648.0
199,2018,MI,gladwin,US Senator,4160.0,6604.0
200,2018,MI,gogebic,US Senator,3311.0,3078.0
201,2018,MI,grand traverse,US Senator,22757.0,24903.0
202,2018,MI,hillsdale,US Senator,5079.0,11310.0
203,2018,MI,houghton,US Senator,6533.0,7503.0
204,2018,MI,huron,US Senator,5087.0,8312.0
205,2018,MI,iosco,US Senator,4752.0,6694.0
206,2018,MI,jackson,US Senator,25858.0,33490.0
207,2018,MI,keweenaw,US Senator,598.0,704.0
208,2018,MI,lake,US Senator,1936.0,2633.0
209,2018,MI,lapeer,US Senator,14396.0,24206.0
210,2018,MI,leelanau,US Senator,7216.0,6775.0
211,2018,MI,livingston,US Senator,37450.0,58020.0
212,2018,MI,luce,US Senator,811.0,1524.0
213,2018,MI,mackinac,US Senator,2325.0,3298.0
214,2018,MI,macomb,US Senator,179975.0,173369.0
215,2018,MI,manistee,US Senator,5242.0,6183.0
216,2018,MI,marquette,US Senator,16977.0,12348.0
217,2018,MI,mason,US Senator,5708.0,7625.0
218,2018,MI,menominee,US Senator,3653.0,4982.0
219,2018,MI,missaukee,US Senator,1783.0,4650.0
220,2018,MI,monroe,US Senator,26651.0,33607.0
221,2018,MI,montcalm,US Senator,8758.0,13878.0
222,2018,MI,montmorency,US Senator,1537.0,2978.0
223,2018,MI,muskegon,US Senator,35957.0,30831.0
224,2018,MI,newaygo,US Senator,6858.0,12870.0
225,2018,MI,oakland,US Senator,338986.0,256017.0
226,2018,MI,oceana,US Senator,4213.0,6263.0
227,2018,MI,ogemaw,US Senator,3280.0,5592.0
228,2018,MI,ontonagon,US Senator,1313.0,1752.0
229,2018,MI,osceola,US Senator,2934.0,6186.0
230,2018,MI,oscoda,US Senator,1221.0,2410.0
231,2018,MI,otsego,US Senator,3969.0,7092.0
232,2018,MI,ottawa,US Senator,45696.0,80318.0
233,2018,MI,presque isle,US Senator,2760.0,3788.0
234,2018,MI,roscommon,US Senator,4643.0,6864.0
235,2018,MI,saginaw,US Senator,41472.0,37809.0
236,2018,MI,sanilac,US Senator,5418.0,10657.0
237,2018,MI,schoolcraft,US Senator,1547.0,2099.0
238,2018,MI,st. clair,US Senator,27540.0,38329.0
239,2018,MI,st. joseph,US Senator,7278.0,12489.0
240,2018,MI,washtenaw,US Senator,123305.0,47380.0
241,2018,MI,wayne,US Senator,455176.0,190884.0
242,2018,MI,wexford,US Senator,4832.0,8745.0
243,2018,MN,aitkin,US Senator,4118.0,3808.0
244,2018,MN,anoka,US Senator,87756.0,65707.0
245,2018,MN,becker,US Senator,6699.0,7520.0
246,2018,MN,beltrami,US Senator,9711.0,7562.0
247,2018,MN,benton,US Senator,7131.0,8290.0
248,2018,MN,big stone,US Senator,1368.0,1127.0
249,2018,MN,blue earth,US Senator,16776.0,9984.0
250,2018,MN,brown,US Senator,5614.0,5816.0
251,2018,MN,carver,US Senator,27168.0,22540.0
252,2018,MN,cass,US Senator,6243.0,7332.0
253,2018,MN,chippewa,US Senator,2925.0,2422.0
254,2018,MN,chisago,US Senator,12138.0,12663.0
255,2018,MN,clay,US Senator,14950.0,8480.0
256,2018,MN,clearwater,US Senator,1302.0,2080.0
257,2018,MN,cottonwood,US Senator,2413.0,2488.0
258,2018,MN,crow wing,US Senator,14206.0,16132.0
259,2018,MN,dakota,US Senator,127016.0,73462.0
260,2018,MN,douglas,US Senator,8504.0,9113.0
261,2018,MN,faribault,US Senator,3031.0,3103.0
262,2018,MN,fillmore,US Senator,5128.0,4263.0
263,2018,MN,freeborn,US Senator,7675.0,5779.0
264,2018,MN,goodhue,US Senator,12379.0,9940.0
265,2018,MN,houston,US Senator,4425.0,4149.0
266,2018,MN,hubbard,US Senator,4494.0,5312.0
267,2018,MN,isanti,US Senator,7440.0,9226.0
268,2018,MN,jackson,US Senator,2174.0,2341.0
269,2018,MN,kanabec,US Senator,3138.0,3363.0
270,2018,MN,kandiyohi,US Senator,9378.0,8596.0
271,2018,MN,koochiching,US Senator,2886.0,2238.0
272,2018,MN,lac qui parle,US Senator,1866.0,1404.0
273,2018,MN,lake,US Senator,3539.0,2196.0
274,2018,MN,lake of the woods,US Senator,729.0,1072.0
275,2018,MN,lincoln,US Senator,1164.0,1213.0
276,2018,MN,mahnomen,US Senator,1098.0,708.0
277,2018,MN,martin,US Senator,3770.0,4664.0
278,2018,MN,mcleod,US Senator,6825.0,7684.0
279,2018,MN,meeker,US Senator,4677.0,5363.0
280,2018,MN,mille lacs,US Senator,4771.0,5492.0
281,2018,MN,morrison,US Senator,5246.0,8678.0
282,2018,MN,mower,US Senator,8396.0,5705.0
283,2018,MN,murray,US Senator,1925.0,2070.0
284,2018,MN,nicollet,US Senator,9632.0,5517.0
285,2018,MN,nobles,US Senator,3185.0,3523.0
286,2018,MN,norman,US Senator,1588.0,1049.0
287,2018,MN,otter tail,US Senator,12002.0,14688.0
288,2018,MN,pennington,US Senator,2582.0,2573.0
289,2018,MN,pine,US Senator,5648.0,5528.0
290,2018,MN,pope,US Senator,2851.0,2443.0
291,2018,MN,ramsey,US Senator,182445.0,53101.0
292,2018,MN,red lake,US Senator,900.0,709.0
293,2018,MN,renville,US Senator,3194.0,2888.0
294,2018,MN,rice,US Senator,16881.0,10604.0
295,2018,MN,rock,US Senator,1452.0,2217.0
296,2018,MN,roseau,US Senator,2517.0,3771.0
297,2018,MN,saint louis,US Senator,66056.0,30293.0
298,2018,MN,sibley,US Senator,3050.0,3337.0
299,2018,MN,stearns,US Senator,31970.0,31821.0
300,2018,MN,steele,US Senator,8192.0,7490.0
301,2018,MN,stevens,US Senator,2290.0,1969.0
302,2018,MN,swift,US Senator,2147.0,1793.0
303,2018,MN,traverse,US Senator,825.0,665.0
304,2018,MN,wabasha,US Senator,4961.0,4695.0
305,2018,MN,wadena,US Senator,2044.0,3379.0
306,2018,MN,waseca,US Senator,4035.0,3872.0
307,2018,MN,washington,US Senator,78364.0,47785.0
308,2018,MN,watonwan,US Senator,2200.0,1819.0
309,2018,MN,wilkin,US Senator,1251.0,1243.0
310,2018,MN,wright,US Senator,26821.0,30572.0
311,2018,MT,big horn,US Senator,3027.0,1558.0
312,2018,MT,blaine,US Senator,1961.0,982.0
313,2018,MT,broadwater,US Senator,1071.0,2086.0
314,2018,MT,carbon,US Senator,2680.0,3209.0
315,2018,MT,carter,US Senator,128.0,602.0
316,2018,MT,cascade,US Senator,17435.0,15566.0
317,2018,MT,custer,US Senator,1942.0,2762.0
318,2018,MT,daniels,US Senator,281.0,631.0
319,2018,MT,dawson,US Senator,1233.0,2700.0
320,2018,MT,deer lodge,US Senator,2892.0,1208.0
321,2018,MT,fallon,US Senator,281.0,951.0
322,2018,MT,fergus,US Senator,1964.0,3640.0
323,2018,MT,flathead,US Senator,19652.0,26759.0
324,2018,MT,gallatin,US Senator,33251.0,21248.0
325,2018,MT,glacier,US Senator,3754.0,1153.0
326,2018,MT,golden valley,US Senator,130.0,303.0
327,2018,MT,granite,US Senator,695.0,1046.0
328,2018,MT,hill,US Senator,3729.0,2434.0
329,2018,MT,judith basin,US Senator,388.0,752.0
330,2018,MT,liberty,US Senator,365.0,586.0
331,2018,MT,lincoln,US Senator,2902.0,6137.0
332,2018,MT,mccone,US Senator,227.0,773.0
333,2018,MT,meagher,US Senator,319.0,629.0
334,2018,MT,mineral,US Senator,785.0,1181.0
335,2018,MT,musselshell,US Senator,573.0,1743.0
336,2018,MT,park,US Senator,5114.0,4357.0
337,2018,MT,phillips,US Senator,577.0,1426.0
338,2018,MT,pondera,US Senator,1176.0,1413.0
339,2018,MT,powder river,US Senator,203.0,748.0
340,2018,MT,powell,US Senator,1026.0,1641.0
341,2018,MT,prairie,US Senator,177.0,450.0
342,2018,MT,ravalli,US Senator,9156.0,13622.0
343,2018,MT,roosevelt,US Senator,2013.0,1346.0
344,2018,MT,rosebud,US Senator,1511.0,1765.0
345,2018,MT,sanders,US Senator,2071.0,3856.0
346,2018,MT,sheridan,US Senator,712.0,1017.0
347,2018,MT,silver bow,US Senator,11672.0,4246.0
348,2018,MT,stillwater,US Senator,1501.0,3206.0
349,2018,MT,sweet grass,US Senator,652.0,1372.0
350,2018,MT,teton,US Senator,1290.0,1784.0
351,2018,MT,valley,US Senator,1545.0,2137.0
352,2018,MT,wheatland,US Senator,315.0,586.0
353,2018,MT,wibaux,US Senator,140.0,390.0
354,2018,ND,adams,US Senator,364.0,796.0
355,2018,ND,barnes,US Senator,2517.0,2507.0
356,2018,ND,benson,US Senator,1427.0,828.0
357,2018,ND,burleigh,US Senator,17357.0,28494.0
358,2018,ND,cass,US Senator,44723.0,32217.0
359,2018,ND,cavalier,US Senator,765.0,1181.0
360,2018,ND,dickey,US Senator,911.0,1253.0
361,2018,ND,dunn,US Senator,525.0,1499.0
362,2018,ND,eddy,US Senator,555.0,675.0
363,2018,ND,emmons,US Senator,391.0,1433.0
364,2018,ND,foster,US Senator,588.0,1052.0
365,2018,ND,golden valley,US Senator,171.0,704.0
366,2018,ND,grand forks,US Senator,14827.0,12952.0
367,2018,ND,grant,US Senator,337.0,925.0
368,2018,ND,griggs,US Senator,534.0,688.0
369,2018,ND,hettinger,US Senator,274.0,988.0
370,2018,ND,kidder,US Senator,364.0,911.0
371,2018,ND,lamoure,US Senator,857.0,1203.0
372,2018,ND,logan,US Senator,228.0,741.0
373,2018,ND,mcintosh,US Senator,467.0,982.0
374,2018,ND,mclean,US Senator,1701.0,3320.0
375,2018,ND,mercer,US Senator,1061.0,2941.0
376,2018,ND,morton,US Senator,5175.0,9583.0
377,2018,ND,mountrail,US Senator,1605.0,2208.0
378,2018,ND,nelson,US Senator,866.0,770.0
379,2018,ND,pembina,US Senator,1132.0,1814.0
380,2018,ND,pierce,US Senator,711.0,1168.0
381,2018,ND,ransom,US Senator,1399.0,890.0
382,2018,ND,renville,US Senator,356.0,832.0
383,2018,ND,rolette,US Senator,4042.0,993.0
384,2018,ND,sargent,US Senator,1171.0,821.0
385,2018,ND,sheridan,US Senator,179.0,607.0
386,2018,ND,steele,US Senator,557.0,399.0
387,2018,ND,stutsman,US Senator,4027.0,5489.0
388,2018,ND,walsh,US Senator,1937.0,2550.0
389,2018,ND,wells,US Senator,622.0,1601.0
390,2018,NE,adams,US Senator,3334.0,6487.0
391,2018,NE,antelope,US Senator,396.0,2061.0
392,2018,NE,arthur,US Senator,24.0,202.0
393,2018,NE,banner,US Senator,39.0,263.0
394,2018,NE,boone,US Senator,457.0,1757.0
395,2018,NE,burt,US Senator,836.0,1995.0
396,2018,NE,butler,US Senator,871.0,2470.0
397,2018,NE,cedar,US Senator,537.0,2866.0
398,2018,NE,chase,US Senator,184.0,1340.0
399,2018,NE,cheyenne,US Senator,579.0,2566.0
400,2018,NE,clay,US Senator,592.0,1979.0
401,2018,NE,cuming,US Senator,604.0,2672.0
402,2018,NE,custer,US Senator,687.0,3797.0
